tweet,store
"RT @YMGnoTsuzuki: 【広めてください】
昨日の20:30にプレミア公開しました
2016年4月30日に高円寺無力無善寺で行われた【山口やまぐと地獄少年】のライブのMCカット編集版があがりました。
編集前のものがあがってしまい恥ずかしいので、こちらをご覧ください……",nakame
メンバー個別のチャンネルは絶対正解な気がするさすがでんぱ https://t.co/pW1eOisJto,nakame
"RT @YMGnoTsuzuki: 【告知です！告知です！】
2016年の4月30日に高円寺の無力無善寺で行われた【山口やまぐと地獄少年のライブ映像を
本日【20:30】に公開します！

https://t.co/UuIgdakhbh

撮影は白岩義行さんです！(今頃の公開にな…",nakame
"全部は見れなかったけど感動しました。
#スギム野音",nakame
良かった！これは流石に理屈が通らんと思ったので自分も利用者としてメールしました。 https://t.co/bcJjt4qOAC,nakame
"#STAYHOMEGETWILD
GET WILD '89 - TMN 4001 DAYS GROOVE (final live LAST GROOVE) 5.19 https://t.co/XZEQ8g6N5w @YouTubeさんから",nakame
RT @Save_Our_Space_: 無観客配信にて感染拡大防止に協力しているライブハウス・クラブ・劇場など文化施設が東京都の協力金の対象外になる可能性があります。飲食店の時短営業と同様に適用を。要項の発表は4/22。都の動きが国や地方自治体の模範になるように全国から署名の…,nakame
@keitter615 何かよくわからんのよね、アイエルより七色いんこがいい理由,nakame
「アイ・エル」読んだけど微妙だった。同じ世界観でも「七色いんこ」のがよかった。,nakame
芋とナスをクミンで炒めただけのやつ美味しい,nakame
いまスーパーに流通してるいちご、美味くて安くてきれいでビビる。ちょっと心配になる。,nakame
"RT @unites_19: MUSIC UNITES AGAINST COVID-19フォルダのアクセス権をダウンロード購入することで、自分が応援したいライブハウスを支援することができます。
フォルダの中の”プロジェクトに賛同した約70組のミュージシャンが提供する楽曲データ”…",nakame
"RT @Save_Our_Space_: 都からの要請に応じて休業している期間（4/16から5/6まで）に、クラブやライブハウスが苦肉の策として無観客配信をした場合、営業したとみなされて感染拡大防止協力金の対象から外される、という話が出ています。
https://t.co/mD…",nakame
@fallia50 よかったです！公開期間が短くて、夜慌てて見たあと、残り時間僅かだったので迷いましたが、感激したのでシェアさせて頂きました。熱演、圧巻でしたね♪,nakame
"@celestegatta いやもう見終わって、茫然。大英帝国の底力ですね。サラブライトマン登場で空気変わりましたよね。
終わったと思ったら終わりじゃなくてうれしい悲鳴でした♪",nakame
教えてもらった2011年ロイヤル・アルバート・ホール「オペラ座の怪人」25周年記念公演が眼福だった。本日27時迄の公開で残り時間僅かだけど、素晴らしかったので一応URLを。最後にアンドルー・ロイドウェバーの長い挨拶。そしてサラ・ブ… https://t.co/caogsGb0ve,nakame
https://t.co/Mk7e63brCM,nakame
安いウィスキーを改めて飲んでみよう！第10弾はカナディアンクラブ。いわゆるCC。クラシック12年がとてもおいしいので、レギュラーはどんなだったかを確かめるため。やっぱりまったく違ってた。値段も倍くらい違うしね。レギュラーはちょっと… https://t.co/CS5z5xJI1p,nakame
"中華料理とパスタの油は思うてるより倍ｗ

千鳥・大悟の「砂糖は思うてるより倍」は何気に奥深い。この一言は実にさまざまなことを語ってると思うなぁ。",nakame
たっぷりのオリーブオイルでみじん切り玉ねぎ、にんにく、すりおろしたニンジンをしっかり炒めて、ひき肉に火を通し、ホールトマトを加えて煮詰めて、塩、コショウ、水分量調整。パスタをからめ、チーズを溶かし、追いオリーブオイル。簡単すぐでき… https://t.co/0CdfFTIn4r,nakame
どことは言わないけど（学大じゃない）、某駅前にはいつもご高齢の方々がたむろってて、そこによくいるおばあちゃんが数日前、倒れ込んでた。数名が「大丈夫ですか？」的に寄り添ってた。遠くから救急車のサイレンが聞こえていた。コロナではないことを、快復を祈るばかり。,nakame
お！管理者ログイン時もしくはプレビュー時だけ古いバージョンのjqueryを読み込むようにすればいいのか。そうだそうだ。冴えてるなｗ　本当はプラグインを魔改造できればいいんだけど、さすがにそこまでの知識は。,nakame
@gakudai_mongo そうなんですか！機会があれば、めっちゃうまかったとお伝えください。,nakame
@to_die_time すべてを見たわけじゃないのですが、私も探したことがあります。ありませんでしたｗ　確かにスーパーで売ってるのはたまに見かけますね。業務スーパーにもありました。おいしいかどうかはわかりませんが。自宅でハンバーガーを作る際はネットでバンズを取り寄せてます。,nakame
さば好きですか？珍味好きですか？だったら、これ。松田十郎商店の鯖の塩辛。日本一しょっぱいとも言われる島根の珍味。超うまい！ https://t.co/G6CUmk2Dz1,nakame
やっぱおいしい https://t.co/FHluVTflik,nakame
また買ってきた。ほんとおすすめ。日本製粉のお好み焼ミックス（handy pack／業務用）。業務スーパーで売ってる #お好み焼き #業務スーパー https://t.co/qz5iD6keH8,nakame
https://t.co/xBTF1JQ2De,nakame
@soundsniper インターネットやWindowsばっかりやってるとか、田舎の叔父が言ってたの思い出しました。,nakame
"自転車で出かける前に筋トレしよう。

クローズプッシュアップ25rep2セット
フラットフロッグレイズ35rep3セット

夏までに脱げるカラダ作りを。

#プリズナートレーニング",nakame
マックス・リヒター聴きながら少し読書。,nakame
@Katsunori_UJIIE ギターも弾けるんですね！知りませんでした。,nakame
"神泉の美味しい洋食屋さんが
テイクアウトで頑張ってる。今日は自転車で三密避けて買いに行って夕飯にしたい。ハンバーグ美味しいんです。

#キッチンハセガワ https://t.co/a4D0tixZQ4",nakame
"きのうスーパーでブラッドオレンジをうっていたが、ジュース作るのにどれくらいの数が必要なのかな…

素直にモンテ物産のタロッコオレンジジュース買った方が得な気がした。

#モンテ物産",nakame
"起床。換気して朝食作ってる。二子玉川のレリビーの豆でドリップコーヒー、オムレツ、ヨーグルト。

今日こそ自転車で銀座さとうにメンチカツ買いに行くぞー

#智の会",nakame
私の体重 : 75.7 kg. あと 6.7 減らすべきです。 バランス良い肉体づくりに。 https://t.co/ggS1xifWUB,nakame
"@mXWhMDUYmNK1BIU 現況の見取り図を見る限り、本丸だけが完全に堀に囲まれていおれようですが、土塁の保存状態はどうなんでしょうか？御三階櫓はいい感じの土塁上に建ってるように見えますが。

関東だと佐倉城は見に行きました… https://t.co/Cf8rq5eeM4",nakame
@mXWhMDUYmNK1BIU 相当な規模だったんですね！整備が進むといいなと思います。,nakame
自転車で用事済ましてる時、渋谷区内でマスク5枚で500で売ってたが、どんだけ利幅あるわだろう。,nakame
"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● ゲイですか？…
● 90年代の音楽を聴きすぎて周り…
● イントロが最高の曲は？…
#質問箱 #匿名質問募集中

https://t.co/VbujEc5tkV",nakame
@kizzrica すごく力強いお言葉！肝に銘じます。スキンケアって一朝一夕ではないので、煽るわけではないけど、気になったら直ぐ始めるべきだと思いますね。,nakame
私の体重 : 74.4 kg. あと 5.4 減らすべきです。 バランス良い肉体づくりに。 https://t.co/ggS1xhYlw1,nakame
"午後ロードでハンニバルやってるな。

タイムシフトで後で見るかな。

#午後ロード",nakame
"普段は犬の散歩してる人や近所のお年寄りくらいしか昼間いないのに、公園や緑道の人口密度が高くなっているのはやはり気がかり。
マスクしていない人も散見されるから、ルート変えて犬の散歩してる。連休明けは難しい気がするなあ。

 #宣言延長",nakame
"ハーフスクワット50rep2セット
フラットフロッグレイズ35rep3セット

上半し汗だく。
シャワー浴びて。今日も午前中自転車で避三密活動。
どうしても銀座さとうでメンチカツを買いたいです。

ちょうどいい運動になる。

#プリズナートレーニング
#吉祥寺さとう",nakame
私の体重 : 75.6 kg. あと 6.6 減らすべきです。 バランス良い肉体づくりに。 https://t.co/ggS1xifWUB,nakame
"早めに起床して部屋の換気しなガロコーヒー入れつつ、オムレツ 作って、トースト焼いてる。

今日も前向きに活動したい。

皆様も良い1日を。

#智の会",nakame
"最近思うのだが、ハーフスクワットをやると、自転車の加速力が上がったり坂でそれなりにスイスイ走れるようになると言うことがわかった。筋トレは色々な意味で役立つ物であると思った次第…

#プリズナートレーニング",nakame
Amazon の荷物の着日、すぐ来るのもあるし、なんか謎に遅いのもあって、全然読めない……。,nakame
@hiro9aco イニシャルだと破滅。ハッシュ関数通せば、漢字が違えば別の結果に。漢字まで同じなら同じ結果になるけど、来店時間帯を分けるだけなので、別に多少の衝突は問題ないのでおk。ひろしが1000000000000人いたら詰むので別の方法を考えないといけない。,nakame
各自で名前をハッシュ関数にかけてから来店,nakame
RT @indigo13love: 一様分布でないキーを使用した偏る可能性が高いシャーディングだ https://t.co/x64en8yd6G,nakame
macOS の通知、右上に出ると諸々のボタンを覆ってしまうんだけど、みなさんどうしてるんですか……？,nakame
そのまま真似はできないけど、めっっっちゃ参考にしてる / 高画質/高音質な Zoom 配信を行うために用意した機材など｜Hiroaki WAKATSUKI @puzzeljp #note #リモートオフィス https://t.co/C1Hov3frFL,nakame
ノギス届いた。 https://t.co/HwJAOL2PKt,nakame
やることいっぱいあるけど、まずはごはんたべよう。,nakame
ついった見てると、日々人類に絶望していくし、当然だけど自分も人類なんだよな……。,nakame
マスクバブル崩壊？,nakame
@mozumichael 「わかる……（それにしても表現w）」みたいな感じでした。,nakame
Catalina、デフォルトのシェルが zsh になっとる……！,nakame
chmod のつもりで chown 実行してたのでもうダメ。,nakame
乳製品の消費をしたほうが良いとのことなので、カフェラテ飲んでる。,nakame
というか、サウンドハウスめちゃくちゃ出荷早いな。,nakame
マイクはまだ届いてないのにポップガードだけ届いた。,nakame
"""Automaticaly rearrange Spaces based on most recent use"" とかいうやつ、嬉しい人いるの……？",nakame
レンズ沼に爪先だけ突っ込んでる気がする。,nakame
@asonas ビデオカメラで超広角（120°とかは欲しい）ってわりと可能なんです？ 音ズレたしかに。,nakame
@asonas すごい紛らわしい構成なんですが、映像については Zoom とかの通話用じゃなく、記録用として超広角が欲しいんですよね……。そして、調べたら Sigma fp たっけぇｗｗｗｗｗｗｗｗｗｗ,nakame
"完全に主観ですが、都市部より地方の方がマウント取りたがる人は多いイメージです。建設的な結論や新しい発見を求めてディスカッションするのではなく、マウント取るために議論を使っている感じ。

あくまでも所感ですし皆がそうではありませんが。 https://t.co/rjyE6RMafQ",nakame
"今日も元気に無人島生活?️?️

食事は基本1日に一度、ガッツリ食う
やることがめちゃくちゃあるので、
魚獲ってさばいて、薪集めて、火起こして、を何度もやってられない

だから食事時はとにかく食べるが、炭水化物がないのですぐにお腹… https://t.co/9OgvBNq0b8",nakame
"【絶品おつまみ】両国の #生鮮マルシェ で買ったサーモンの切り落としに自家製のバジル+ニンニク+オリーブオイル漬けと塩・胡椒投入でヤバいおつまみに‼️

これは塩が重要。塩はハーブ入りがオススメねっ‼️ワインいくよーっ❗️

今日… https://t.co/eN3M1xxZuB",nakame
"@hiromaruhiromar こんにちは???ドキドキしました⁉️嬉しいですっ‼️

カレーはスパイスから作るので、今度黄金レシピ教えますねっ‼️",nakame
"【オフィスで作る簡単ランチ】大阪の #インディアンカレー を目指して作った自家製甘くて辛い大阪カレーと、#浅草今半 の牛どんのぐのコラボレーション。

糖質制限中なのでライスのないカレギュウ‼️まさにカレーは飲み物❗️コラボ大成功… https://t.co/MS2NEMeRT6",nakame
"【ベジファースト】水菜と絹ごし豆腐、トマトにしたらば、塩胡椒とオリーブオイルとバルサミコ‼️

これだけでお腹いっぱい❗️メインの豚ソテーは明日のランチへ〜‼️

今日もまた、美味しいうえに美しい‼️ https://t.co/DT0aVETt3M",nakame
"【絶品おつまみ】前々から気になっていた #業務スーパー のかきスモークの缶詰を遂にゲット‼️

今晩はワインに決まりだねっ❗️

今日もまた、美味しいうえに美しい‼️ https://t.co/mTnVKgS90F",nakame
"【オフィスで作る簡単ランチ】無性にお腹が減っているので、今日のランチはガッツリいきます❗️お肉3種の台湾混ぜそば‼️

鷄ムネ肉の自家製ハム
豚バラチャーシュー厚切り
豚バラチャーシュー薄切り
ニラ
長ねぎ
シナチク
海苔
魚粉… https://t.co/DnP1JFY5od",nakame
@fuafuafuaarin 見た目ぶりぶりで、甘くて食べ応えある苺?のことです。あした買いに行こう?,nakame
@fuafuafuaarin 美味しそう?ぶりぶりの苺食べたい???,nakame
"【絶品おつまみ】海鮮切り落としや海老や帆立で色々やってみたけどもやっとこ辿りついた。これはテッパンだ‼️

海鮮刺身ミックス
ボイル帆立
玉ねぎ
アボカド
卵黄
塩胡椒
オリーブオイル
粒マスタード
レモン汁

彩りも味も全部完璧… https://t.co/Wz2gWhp9Ph",nakame
@hiromaruhiromar お寿司だっ‼️,nakame
"【オフィスで作る簡単ランチ】 ローソンの和風生姜スープ(五穀入り)を半熟卵と炒りごま、輪切り唐辛子でアレンジ‼️

さらに頂きものの三升漬けの投入でエッジを立たせたよ‼️時間がないから超時短ランチでした?

今日もまた、美味しいう… https://t.co/22ljFSofUp",nakame
@kero_55_kero 僕もおととい観たっ?いろいろビックリだった。すごいですね。,nakame
@garconxy 画像のおつまみは、フレンチの牛のタルタルをイメージしてお刺身切り落としでやってみたら凄く美味しかったんです‼️キモはレモン汁?とマスタードですね‼️,nakame
@garconxy こちらこそ、よろしくお願いします‼️お刺身をオリーブオイルで色々アレンジいうのもおつまみの幅が広がります‼️,nakame
@hiromaruhiromar 今日もおつかれさまっ‼️,nakame
@PM1n0bui8lQyrDi ナチュラルがいちばん‼️僕もリモートで会う人少なくなったから髪セット適当になってきた?,nakame
@ksslang こちらこそよろしくお願いします‼️,nakame
@PM1n0bui8lQyrDi マスクあると化粧は目の付近だけでいいって?コロナはすべてを変えてくれたね。,nakame
"【オフィスで作る簡単ランチ】中野ブロードウェイの #MENSTA の生パスタで、タラコと海老のリングイネをクッキング‼️

モチモチの生リングイネにタラコが絡む〜❗️今日も絶品ランチ‼️

タラコ50g
海老の刺身
バター
麺つゆ… https://t.co/XPvxXetO0l",nakame
@hiromaruhiromar 美味しそうでしょ❗️美味しかった‼️おやすみなさい⭐ゆっくりねてくださいねっ⭐️,nakame
"ニューヨークの友達がコロナにかかってて、50日ぶりに退院したんだって。良かった、帰ってきてくれて。 
日本は国に何もかも隠蔽されてて、自分達が今どこにいるかわかんね…、って言っておいた。",nakame
家のネットワーク環境がヘボくて気が遠くなる～。,nakame
そっか、撮影できないから雑誌も厳しいね…。う～ん。,nakame
"怖い…。無症状って、ホントに何もないの？私は大丈夫かな？知らない間にスプレッダーになってない？
https://t.co/NZyb56als5",nakame
はぁっ…。泥舟乗ってる感強い…。反面、今公務員でものすごくがんばってくださっている方々がいるのを忘れないでいたい。災害の時もいつも思うけど、矛先が公の方に行くのは、実は自分も考える力がないとなぁと…。結局選んだ政治家がポンコツだと、行政に影響が出ちゃって、公の助けが得られない。,nakame
私も今日歩いてて思った。もし目の前に困った人がいたら、手を差しのべてもいいのか、遠慮すべきか、緊急だったらどうしよう。人の温もりが断絶されちゃうの悲しい。 https://t.co/weAOVJF352,nakame
毎日会社に行く。うん、確かにそうしないと回らないかも。でも、まずはその仕事、家でできるように工夫できないかな？ウチの会社、命に関わる商売じゃないのに、毎日出勤人数6～7割だよ。意識が低すぎる。私が経営者だったら、一人、二人で十分だよ。感染者が出るまで、絶対この調子だと思う。,nakame
もう、自分で自粛がんばるしかないね。仕事が遅れちゃって客先に迷惑かけそうだけど、命にか変わらない商売だから、許してほしい。,nakame
うぁ…。岡江久美子さん…。どれほどこのウィルスが恐ろしいことか…。ショックが大きすぎる…。あんなにハツラツとしてダイナミックで聡明で美しい方が…。ご冥福をお祈りします。,nakame
お花が家にあるだけで、どんなに心が温かくなるか…。お花屋さんが開いていて良かった…。 https://t.co/UhubEYyfFz,nakame
やっぱり怖い！お願い、真正面に来ないで！,nakame
電車怖い。咳してる…?,nakame
"台湾にはいつも助けられる…。台湾みたいにすばらしいウィルス対策ができたらいいなぁ…。
https://t.co/EVB2YJ7T2a",nakame
香典デジタル送金のサービス、誰か作ってくれ～！,nakame
ジョガーが多過ぎて、道路でうかうか歩けない。高齢の母は、注意力も脚力も落ちているから、もう一人では絶対に歩かせられない…。気持ちはわかるけど、う～ん、早朝か日没後にお願いできないものか…。,nakame
"地元の内科に花粉症のくすりをもらいに行くか、我慢するか、悩んでいる。
あと半月もすれば治まるはずだけど、今粘膜崩壊したらと考えると、それも恐ろしい…。
とりあえず、市販薬にしてみるか？？？",nakame
私さ～、Curves通ってるんだけど、私を含めてオバチャン～おばあちゃんのマチュア世代の筋トレジムなんだけど、やっぱり閉鎖なのよ。それは正しい方法で、高齢者のクラスター防ぐのに大きく寄与してるんだけど、休みの間に運動しなくなっちゃ… https://t.co/jIMYhqmoBj,nakame
"Wow! My Pop-star, Cyndi, she's been cheering me up whenever I'm down. ???
https://t.co/iwWLFYLeX2",nakame
データ化するとしたら、感染者の職業や勤務地とかじゃない？何か見えるかも？家族感染が増えているなら居住区？これはもう情報開示されてるもんね。いや、犯人探しじゃなくて、リスクの多い職種や職場があるなら何か改善したほうがいいもんね。,nakame
うっあ、財務大臣の記者会見、いつ見ても安定の不快感。,nakame
@epicure2018 焦げ目がきれいで食欲そそられます♪,nakame
"とりあえずのキッシュ。ベーコンと育ちすぎた豆苗とかを使いつつ。本当に美味しいキッシュは難しいかもしれないけど、手作り感のあふれるものなら意外とできますよね。それが家庭の味でもあるわけです( *´艸｀)

残りのパイ生地でもう一品作… https://t.co/dnA5Sbvwpw",nakame
@fan_of_Jamie お久しぶりです～。りんご、色んなふうに食べられて良いですね✨私も口がりんごを迎え入れるふうになってしまいました。とりあえずリンゴジュースでも飲んでやり過ごします(*´ー｀*),nakame
"@mizzysato おはようございます～。お言葉ありがとうございます(/´△`＼)
夜にで動き出す予定ですが、どうなることやらです。毎回何か足りないものができます( ´_ゝ`)",nakame
@madoka36481 間違いなくドーナツ?に一票です！そして、深夜にみた親子丼と餃子という文字にお腹が大いに反応しちゃいました?ｗ,nakame
"ダルを水に浸して明日に備えます。うーん、久々なのでできるかな。

あとパイ生地も作ったのですが、毎度思いますが、市販のものを購入するほうが圧倒的なコスパ感が否めません。企業努力、おそろしや。パイ生地も明日何かに使う予定です。

で… https://t.co/L07USKnVsC",nakame
@OrLo1455 @pop_zine @akalichit @EZ72648912 @hanachi_n238221 @yukiyamagu @masumura17 @Deep5n0wC @tamiponco… https://t.co/OFpXs4scwB,nakame
"@epicure2018 おぉ～、お仲間さんですね～♪

週末が名残惜しくもありますが、これをみて満足しつつ、さっさと寝ていますｚｚｚ",nakame
@fan_of_Jamie サイト覗きに行っちゃいました～。本当、美味しそうなりんごですね(*´ω｀)♪癒されそうです。,nakame
"久しぶりにさくっとお団子づくり。

家で作ると改めてお店のお団子のすごさ、というか、努力がわかりますよね～。もちろん、家で作るものは焼きたてホクホクだったりして、それはそれで美味しいわけです(*´ω｀)

#お菓子作り　#料理 https://t.co/nbsbmQncBJ",nakame
@kotenpan222 めっちゃわかります。手軽で助かるし、一品増えると食卓が豊かになりますよね☺,nakame
@pop_zine @akalichit @EZ72648912 @hanachi_n238221 @yukiyamagu @masumura17 @Deep5n0wC @tamiponco @ruisuinoyama… https://t.co/k5ccKtjdtC,nakame
@madoka36481 いえいえ、ありがとうございます♪そういえば表紙もアニメっぽかったですもんね～。のんびり探してみます(*´ー｀*),nakame
@madoka36481 おぉー、そうなんですね。知りませんでしたが、何か探す楽しみが増えました♪もしかしてユンカースかなぁ?,nakame
@fc2blog_ch ステイホームな環境下でのなぞなぞは良いですね～♪体の体操も、頭の体操も大事ですもんね( *´艸｀),nakame
@madoka36481 木根さんの小説、私も読んでました～。いつか犬が話しかけてくるんじゃないかと思ったり、冒険に迷い混むのではと準備したり、英語の慣用句覚えたり、何か懐かしいです(*´ー｀*)色んな想いでも素敵ですね✨,nakame
@akalichit ミュージカル、名曲多いですもんね～♪きょうの料理夜はミュージカル中心の音楽にします( *´艸｀),nakame
週末にやっていた100分de名著・メディア論で言及されていたBBCが国会議員からプログラムの最後に国歌を流せという要求に対してセックスピストルズのGod Save The Queenを流したもの(備忘録)（詳細の経緯は概要欄）最高… https://t.co/C6qjgrU40N,nakame
@madoka36481 知りませんでした！！そして、パッケージもおしゃれ～。( *´艸｀),nakame
"@akalichit す、ぱ、ぱ、です～。そして、ここ、残りますよね～ｗ無限ループもよくわかります！

そして何か感化されて、今懐メロをめっちゃ流しています。世代でもないですが、ＣＭとかで流れている曲多くて止まりません＞＜",nakame
"RT @ramuniikun: にわか読書家マンガ『バーナード嬢曰く。』5巻、発売まであと4日！
紙と電子、同時発売です。 https://t.co/hmdWKUAIHv",nakame
"ぐああああーっ！
ド嬢の威力……っ！

手塚治虫漫画を電子書籍で買ってどこでも読みたいし、なんでも読みたい呪いがああああーっ！

いまはブラックジャックが特に読みたい。
きりひと賛歌も地味に好き……。",nakame
RT @ramuniikun: 『火の鳥』、何編から読むべきか？（1／2） https://t.co/VnVTN1pFgx,nakame
RT @ramuniikun: 『火の鳥』、何編から読むべきか？（2／2） https://t.co/ZUWcdw3L0w,nakame
RT @ethereal109: お金下ろそうと思ったら銀行の外に間隔空けて行列が出来てて『ATM最後尾はこちらです』みたいなカード掲げてる人がいて「今こんな並び方してるんだなぁ……」とコロナの影響を感じながら「それ持ちます」って言ったんだけど、まぁ当然ながら最後尾札持ってる人…,nakame
RT @Dr_yandel: おうちですごそう https://t.co/g5nV6nLCOw,nakame
"RT @ichikawa_zoo: モルモルモルモル…群れてます!!
#市川市動植物園  #モルモット #休園中の動物園水族館 https://t.co/Hfy66BjvdQ",nakame
"「月並みだけど、自分の人生に責任を取れるのは、みんなそれぞれ自分しかいないと思ってるから」

自分の最も身近な隣人や、自分の最も身近な敵や、
自分の最も身近な味方になれるのって、
いつだってまず自分だよなあって、よく思う。

https://t.co/8RJgI8eEI4",nakame
"RT @hatanohiroshi: しいたけさんとの対談8回目。

“占いは、その人がこけたり、落とし穴に入ったときに、そこから出る手伝いはできるかもしれない。けど、その後の人生についてはみんなが自分でやるしかない。”

これ、人生相談もまったくおなじ。 https://t.…",nakame
ほんとにゆっくりとだけど「居るのはつらいよ」を読んでる。そんでもって「居る場所があったらなあ」とか「話せる場所があったらなあ」とか思うし「そこでどう過ごすのかは別問題だなあ」とも思う。,nakame
RT @Nir4bike: 今年見た動画の中で一番好き https://t.co/2criStmFwV,nakame
"カニとサーモン。
ボクは重ねてる。
自分で死ぬことを選んだ母と、法事で出くわした親族の言葉たちと、その後の長い時間を過ごしてる父とボク。
それらの立場に重ねて見てる。
本で読みたいお話。

エピローグ（Kushiro-side）｜… https://t.co/NvDJhplzOJ",nakame
"RT @tonishi0610: 『だから、もう眠らせてほしい』エピローグ（Kushiro-side)公開。

暮らしの保健室を訪れたYくんの奥さん。
「彼はどうして死んだのですか」
という言葉にたじろぐ僕。
その言葉の真意とは…。

この章をもって連載完結！
ありがとうござい…",nakame
まさか最初の一発目がフンコロガシとは！！！！,nakame
"一話の時点で一撃でノックアウトされてる！
日本語吹き替えの歌と映像のインパクトえげつないな！！！！！",nakame
Netflixのへんてこプラネット、一話の冒頭を見た段階でサウスパークのカートマンたちが看板掲げて出てきても驚かないレベルの衝撃を受けたよ……っ！,nakame
RT @panasonynet: 丸めるとうさぎになる靴下 https://t.co/0JgX5C3JM4,nakame
"RT @japanretrogame: 新型コロナウイルスで自宅待機を余儀なくされている子供達の為、
今回スーパーファミコン本体セットを100世帯に支給します。
楽しんで頂ければ幸いです。

☆応募資格
①16歳未満の子供が居る世帯
②送料着払いで受け取れる方

☆応募方法
詳…",nakame
"RT @piccolocibi: 今日も安定のケツ割れ＆美尻??

Sexy Buns! https://t.co/UupJEvtPWy",nakame
ゆったりたっぷりのんびり続いちゃうもの。んー。,nakame
@Ichth_samp いつもながら素晴らしい写真ですね,nakame
ていぼう日誌に出てきたWebサイトに既視感が,nakame
頂き物。底釣りズとエイ https://t.co/xhFhqiCPtn,nakame
@scienceheart0 たぶんヒトミハタです,nakame
最近の https://t.co/fmyZNSehEL,nakame
私は今シーズンもDiavolo S.P.F.C.を応援したいと思います? https://t.co/jUQdN0yZ4d,nakame
御茶屋御殿復元を検討　県、首里城復興へ基本方針 - 琉球新報 https://t.co/g1mwvIEbOR 新構想には、１６７７年に創建され冊封使らの歓待に使用された御茶屋御殿の復元が盛り込まれた。周辺の中城御殿跡と円覚寺跡の復元も計画的に進めていく。,nakame
ドローン、AI、ゲノム解析……ハイテクが拓く古代研究：日本経済新聞 https://t.co/7CGGH4PFXZ 「沖縄で見つかっている旧石器時代の人々と縄文早期以降の縄文人は、DNA的には1万1千年前で途切れていると分かったのはほんの数年前。」,nakame
ちょっと降られた,nakame
"RT @nikkei: 休業要請に応じた小規模企業の従業員への休業手当は雇用調整助成金で全額補助される方向です。商業・サービスでは従業員5人以下が目安。こうした小規模企業は300万社に上ります。
#日経イブニングスクープ #新型コロナ #COVID19 #緊急事態宣言
http…",nakame
長い休みに,nakame
@yutenji_ban 営業再開を心よりお待ちしております。皆さんお元気で！,nakame
アジアンランチやはり来てない,nakame
川村ラグビー選手会会長「今は感染しないことが第一」：日本経済新聞 https://t.co/rpkWYqeNm1 「選手会としては、新リーグの準備のプロセスに参加させてもらい、選手側の話を聞いてもらえてありがたい。次の自国開催のW… https://t.co/Laipf0EXdR,nakame
RT @zennoh_food: (……きこえますか…みなさん… 全農です… 今… お買い物をしている…あなたの…心に…直接… 呼びかけています…牛乳と…ヨーグルトを…追加で…買うのです…その2つと…お砂糖を混ぜて…ラッシーを…作るのです…おいしくて…大量に飲めます…単独でだけ…,nakame
@takeko0805 あなたも定期使って数駅戻ればエリックサウスのビリヤニありますよ、ふふは,nakame
チキンビリヤニさんの骨付き肉にも人目を気にせず喰らいつく閑散オフィス https://t.co/lEQx1pJxRf,nakame
"またもテイクアウトに (@ エリックサウス in Chiyoda, Tōkyō) https://t.co/zM28uLtY9T",nakame
"RT @rugbyworldcupjp: ?手洗いで、感染対策しましょう?

最低20秒間手洗いをすることで新型コロナウイルスの感染を防げると言われている⚠️

実際の20秒はどのくらいの長さ？??

? このトライシーンを見ながら、#手を洗おう　? https://t.co/…",nakame
RT @inuunited: うおおおおおおおうおおおおおおおおおサイゼリヤのテイクアウトメニューが拡充されてサイゼ飲みが家でできるぞお前ら！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！呑るしかねえだろ！！！！！！！！！！！！！！！…,nakame
"RT @saileshkrish: I am thrilled to share several major updates to Cloud Spanner that are now GA: Managed Backup and Restore, Query Optimize…",nakame
RT @PeterZaitsev: My thoughts on Best Practices for designing Grafana Dashboards https://t.co/rdxDhbumGm #grafana #prometheus #observability,nakame
RT @engadgetjp: Spotify上からアーティスト応援。募金機能「Artist Fundraising Pick」がリリース / 04月24日 09:00 AM #engadgetjapanese https://t.co/vNd77LcGrY,nakame
RT @KenTamagawa: 良い！FTPしか話せない産業用機器のDXに、SORACOM IoT SIMと、SORACOM Canal、そしてAWS Transfer FamilyでS3に閉域でデータ保存！ https://t.co/3Iitcu0WsP,nakame
"RT @fideleruuth: やるよっ！
#ansiblejp",nakame
"すごく分かる。
そして、場の空気感も良いのでとてもオススメ。 https://t.co/Z8NJcsc7ZS",nakame
"RT @ukinau: リンクが間違ってたので、再掲: Verda Platform開発チームについてインタビューしてもらいました！
https://t.co/XeQ0Vb2erb",nakame
RT @soudai1025: PostgreSQLのslackもぜひご活用ください #pgunconf https://t.co/RvDxvpLocQ,nakame
"#pgunconf 久しぶりに参加できて、オンラインありがとうって感じです。運営の皆さん、お疲れさまでした！
発表者の皆さん、興味深い話ありがとうございました！",nakame
"#pgunconf 
これ使うと参加者のコメントがみえて面白いです
https://t.co/KgerdLcKbn",nakame
"#pgunconf
ボケを解説する。",nakame
"#pgunconf
pg_stat_statementsで、Pg13からは、SQLでどれだけWALを出力したかも分かる。
これもすごいなぁ。",nakame
"#pgunconf
pg_stat_statementsで、Pg13からは、SQLの実行だけでなく、SQLプラン生成も計測が出来る。これは良いな。",nakame
RT @kasa_zip: arrowへの書き出しもちゃんとトランザクション制御できます(ROLLBACKできる)...すごいー  #pgunconf,nakame
